OID_,AddNum_Pre,Add_Number,AddNum_Suf,AddNo_Full,St_PreMod,St_PreDir,St_PreTyp,St_PreSep,St_Name,St_PosTyp,St_PosDir,St_PosMod,StNam_Full,Building,Floor,Unit,Room,Seat,Addtl_Loc,SubAddress,LandmkName,County,Inc_Muni,Post_City,Census_Plc,Uninc_Comm,Nbrhd_Comm,NatAmArea,NatAmSub,Urbnztn_PR,PlaceOther,PlaceNmTyp,State,Zip_Code,Plus_4,UUID,AddAuth,AddrRefSys,Longitude,Latitude,NatGrid,Elevation,Placement,AddrPoint,Related_ID,RelateType,ParcelSrc,Parcel_ID,AddrClass,Lifecycle,Effective,Expire,DateUpdate,AnomStatus,LocatnDesc,Addr_Type,DeliverTyp,NAD_Source,DataSet_ID
47423446,,92,,92,,,,,GREENFIELD,Court,,,GREENFIELD Court,,,,,,,,,Knox,Unincorporated,HOWARD,,,,,,,,Village,OH,43028,,{944EF6E0-D4F9-4C7F-BC28-13AE79CC7B1B},,,-82.357638782150985,40.434539331074561,17TLE8484876873,,Unknown,-82.35763878215099 40.43453933107456,,,,,Numbered Thoroughfare Address,,,,3/30/2025 0:00:00,,,Unknown,,State of Ohio,{944ef6e0-d4f9-4c7f-bc28-13ae79cc7b1b}
60775686,,6058,,6058,,,,,RADIANCE,Boulevard,East,,RADIANCE Boulevard East,,,,,,,,,Pierce,Fife,Fife,,,,,,,,,WA,98424,,{9C61568D-F6E1-4DF7-9AA9-795EFDF076DA},piercecountywa.gov,,-122.347713967999994,47.226649634000069,10TET4938030557,,Unknown,-122.347713968 47.22664963400007,,,,,Numbered Thoroughfare Address,,,,3/17/2025 9:36:24,,,Unknown,,State of Washington,urn:emergency:uid:gis:SSAP:136520:piercecountywa.g
78211143,,1937,,1937,,,,,Denas Cove,Road,,,Denas Cove Road,,,,,,,,,St. Clair,Unincorporated,Ragland,,,,,,,,,AL,35131,,{15D68E1F-E05D-42CC-AADA-2562CE053140},,,-86.161421093920040,33.701853843243406,16SEC7771129414,,Unknown,-86.16142109392004 33.701853843243406,,,,,Numbered Thoroughfare Address,,,,1/3/2024 17:49:39,,,Unknown,,Alabama 911 Board,{15D68E1F-E05D-42CC-AADA-2562CE053140}
56395807,,246,,246,,,,,HUNDLEY,Street,,,HUNDLEY Street,,,,,,,,,Preston,Masontown,MASONTOWN,,,,,,,,,WV,26542,,{3A2EA4F6-ED67-4832-A2B6-DEAC9B9AE0B8},"Preston, West Virginia  Emergency Management Division Gis Unit",West Virginia Statewide Addressing & Mapping System,-79.801215520000000,39.555138839999998,17SPD0299079070,,Unknown,-79.80121552 39.55513884,,,,,Numbered Thoroughfare Address,Active,,,2/2/2022 0:00:00,,,Unknown,,PRESTON West Virginia Emergency Management Division GIS Unit,SID54077-1874
81652914,,1254,,1254,,,,,BEAVER CREEK,Road,,,BEAVER CREEK Road,,,,,,,,,St. Louis,Unincorporated,CHESTERFIELD,,,,,,,,,MO,63017,,{E4366539-9B36-4B7A-BCAE-120AE44C90FC},,,-90.535428307455362,38.653517419534516,15SYC1446381210,,Structure - Interior,-90.53542830745536 38.653517419534516,,,,,Numbered Thoroughfare Address,,,,3/13/2024 0:00:00,,,Unknown,,St Louis County Missouri,{E4366539-9B36-4B7A-BCAE-120AE44C90FC}
5670575,,78,,78,,,,,Devils Garden,Road,,,Devils Garden Road,,,,,,,,,Fairfield,Norwalk,Not stated,,NORWALK,,,,,,,CT,06854,,{F4AABFEC-1EB7-42F5-9C70-5E199014FFB8},State of Connecticut Department of Emergency Services and Public Protection,,-73.441662417888196,41.083610240955998,18TXL3089549208,,Unknown,-73.4416624178882 41.083610240956,,,,,Numbered Thoroughfare Address,,,,3/4/2022 0:00:00,,,Unknown,,State of Connecticut,154010
21880065,,86,,86,,,,,HEMLOCK,Drive,,,HEMLOCK Drive,,,204,,,,204,,Worcester,GARDNER,Not stated,,GARDNER,,,,,,,MA,01440,,{8AD0EFBC-ABF7-BF75-7AE0-03FAA16683D2},GARDNER,UNINC_COMM,-71.995580909999944,42.557258680000075,19TBH5407916001,,Structure - Rooftop,-71.99558090999994 42.557258680000075,,,,,Numbered Thoroughfare Address,,,,4/21/2015 0:00:00,,,RESIDENTIAL,,MASSGIS Massachusetts,{8AD0EFBC-ABF7-BF75-7AE0-03FAA16683D2}
71688326,,15930,,15930,,,,,MARKET,Street,,,MARKET Street,,,,,,,,,Harris,Unincorporated,CHANNELVIEW,,,,,,,,,TX,77530,,{1BC59721-1DE4-4886-86D8-2B3DAB23291A},CP,,-95.119891382999981,29.773231718000034,15RTN9505495541,,Unknown,-95.11989138299998 29.773231718000034,,,,,Numbered Thoroughfare Address,,,,7/22/2024 0:00:00,,,Unknown,,State of Texas,{1bc59721-1de4-4886-86d8-2b3dab23291a}
53984488,,46,,46,,,,,COUNTRY AIR,Lane,,,COUNTRY AIR Lane,,,,,,,,,Coffee,Unincorporated,MANCHESTER,,,,,,,,,TN,37355,,{10415CF2-D008-4A9A-9467-69974082F4F8},COFFEE_911,,-86.033281891177111,35.539985282910997,16SEE8763233357,,Unknown,-86.03328189117711 35.539985282911,,,,,Numbered Thoroughfare Address,,6/8/2011 0:00:00,,3/14/2013 0:00:00,,,Unknown,,TN STS GIS Services,COFFEE_8930
79584471,,6543,,6543,,,Highway,,13,,North,,Highway 13 North,,,,,,,,,Fayette,Unincorporated,Not stated,,,,,,,,,AL,,,{DA668327-F16A-4E97-A46C-D210BE9641B0},,,-87.648234591902749,33.726017680905606,16SDC3994431966,,Unknown,-87.64823459190275 33.726017680905606,,,,,Numbered Thoroughfare Address,,,,9/20/2024 0:00:00,,,Unknown,,Alabama 911 Board,{DA668327-F16A-4E97-A46C-D210BE9641B0}
62293573,,246,,246,,West,,,4TH,Street,,,West 4TH Street,,,,,,,,,Snohomish,UNINCORPORATED,ARLINGTON,,,,,,,,,WA,98223,,{318E9A19-77E4-4BA5-9B42-DFF5B1AEA83A},snoco.org,,-122.130549106999979,48.195669981000037,10UEU6461138413,0,Unknown,-122.13054910699998 48.19566998100004 0,,,,,Numbered Thoroughfare Address,,11/22/2010 15:57:42,,11/8/2023 21:37:26,,,Unknown,,State of Washington,urn:emergency:uid:gis:SSAP:1738900:snoco.org
51910634,,800,,800,,,,,BELTON,Road,,,BELTON Road,,,,,,,,,Lauderdale,Unincorporated,RIPLEY,,,,,,,,,TN,38063,,{0C6B5707-EC4E-4DE2-B243-D3FC8BA4891B},LDALE 911 ADDRESSING OFFICE,,-89.463862125407530,35.736166781779048,16SBE7717857485,,Unknown,-89.46386212540753 35.73616678177905,,,,,Numbered Thoroughfare Address,,7/1/2006 0:00:00,,7/25/2014 0:00:00,,,Unknown,,TN STS GIS Services,LAUDERDALE_12391
32888647,,282,,282,,,,,FALCON RIDGE,Lane,,,FALCON RIDGE Lane,,,,,,,,,Wilkes,Unincorporated,FERGUSON,,,,,,,,,NC,28624,,{78D26F58-3A2B-4E68-9996-3C892DCFCF99},,,-81.391410329328849,36.116146038129578,17SMV6477496901,,Unknown,-81.39141032932885 36.11614603812958,,,,,Numbered Thoroughfare Address,,8/2/2022 19:55:31,,1/31/2025 16:24:32,,,Unknown,,State of North Carolina,SAP_40024@wlksncso1.wilkes.nc.us
45922078,,67,,67,,,,,Erie,Street,,,Erie Street,,,,,,,,,Tioga,Owego,Owego,,,,,,,,,NY,13827,,{A323F4D3-6F5B-427E-AD33-D57651418A7F},911 Addressing Authority,,-76.263329307999982,42.108455980000031,18TUM9555162590,,Structure - Rooftop,-76.26332930799998 42.10845598000003,,,,,Numbered Thoroughfare Address,Active,,,5/26/2017 15:09:53,,,Unknown,,New York State Geospatial Services,TIOG020349
77202906,,8717,,8717,,,,,CALVARY,Court,,,CALVARY Court,,,,,,,,,Webb,Unincorporated,LAREDO,,,,,,,,,TX,78045,,{A8233045-4118-4BC3-8658-4788D9392A9E},CSEC,,-99.456342083999971,27.596735319000061,14RMR5496552615,,Unknown,-99.45634208399997 27.59673531900006,,,,,Numbered Thoroughfare Address,,,,3/22/2019 0:00:00,,,Unknown,,State of Texas,{a8233045-4118-4bc3-8658-4788d9392a9e}
62363368,,2017,,2017,,Southeast,,,17TH,Court,,,Southeast 17TH Court,,,,,,,,,King,RENTON,Not stated,,,,,,,,,WA,98055,,{0EE826F9-F4A2-43DD-A9B6-9D78F134790A},kingcounty.gov,,-122.191756321999947,47.464649660000077,10TET6091257117,0,Unknown,-122.19175632199995 47.46464966000008 0,,,,,Numbered Thoroughfare Address,,,,10/30/2023 23:27:37,,,Single Family,,State of Washington,urn:emergency:uid:gis:SSAP:15042:kingcounty.gov
45390719,,24,,24,,,,,Natick,Street,,,Natick Street,,,,,,,,,Richmond,Unincorporated,Staten Island,,,,,,,,,NY,10306,,{2675336D-6215-4115-B1CC-B5DBC775550C},911 Addressing Authority,,-74.132009922999941,40.571133955000050,18TWK7347091512,,Structure - Rooftop,-74.13200992299994 40.57113395500005,,,,,Numbered Thoroughfare Address,Active,,,4/22/2025 0:00:00,,,Unknown,,New York State Geospatial Services,RIC0106649
24874076,,3461,,3461,,,,,Liberty,Parkway,,,Liberty Parkway,,,,,,,,,Baltimore,Unincorporated,Dundalk,,,,,,,,,MD,21222,,{C4BB5095-D4F4-4CDE-8A6D-F1E322BC5FE5},,,-76.510028443416473,39.247069277744622,18SUJ6969645281,,Unknown,-76.51002844341647 39.24706927774462,,,,,Numbered Thoroughfare Address,,,,2/14/2024 0:00:00,,,Unknown,,Maryland Department of Information Technology,1083508
45819707,,362,,362,,,,,Richards,Road,,,Richards Road,,,,,,,,,Broome,Fenton,Chenango Forks,,,,,,,,,NY,13746,,{558524DD-5E90-40D5-8B47-BBC81E1D1CE4},911 Addressing Authority,,-75.802648048999970,42.242485567000074,18TVM3377977011,,Structure - Rooftop,-75.80264804899997 42.242485567000074,,,,,Numbered Thoroughfare Address,Active,,,8/28/2018 14:22:14,,,Unknown,,New York State Geospatial Services,BROO085493
21022806,,10,,10,,,,,GARRISON,Circle,,,GARRISON Circle,,,,,,,,,Essex,NEWBURYPORT,Not stated,,NEWBURYPORT,,,,,,,MA,01950,,{8AD0EFBA-632A-32A5-7AE0-03FAA16683D2},NEWBURYPORT,UNINC_COMM,-70.899800564999964,42.821748766000042,19TCH4470142771,,Site,-70.89980056499996 42.82174876600004,,,,,Numbered Thoroughfare Address,,,,3/18/2014 0:00:00,,,RESIDENTIAL,,MASSGIS Massachusetts,{8AD0EFBA-632A-32A5-7AE0-03FAA16683D2}
16285036,,936,,936,,West,,,Moravec,Way,,,West Moravec Way,,,,,,,,,Monroe,Unincorporated,BLOOMINGTON,,,,,,,,,IN,47404,,{DC719C24-CB72-4596-979A-1057D324B05D},Monroe County,,-86.545280757999990,39.171694056000035,16SEJ3927935928,,Unknown,-86.54528075799999 39.171694056000035,,,,530532400007027005,Numbered Thoroughfare Address,,,,4/23/2025 0:00:00,,,RESIDENTIAL 1 FAMILY ON A PLATTED LOT,,Indiana Geographic Information Council,urn:emergency:uid:gis:SSAP:65852:co.monroe.in.us
6223341,,23,,23,,,,,Victoria,Drive,,,Victoria Drive,,,,,,,,,New London,Colchester,Not stated,,COLCHESTER,,,,,,,CT,06415,,{99650E42-7E97-4B40-90EF-855159A87AD5},State of Connecticut Department of Emergency Services and Public Protection,,-72.418026342236303,41.547630904646603,18TYM1534902771,,Structure - Rooftop,-72.4180263422363 41.5476309046466,,,,,Numbered Thoroughfare Address,,,,3/4/2022 0:00:00,,,Unknown,,State of Connecticut,706776
58726238,,18,,18,,,,,Vista Hills,Boulevard,,,Vista Hills Boulevard,,,,,,,,,Crawford,Van Buren,Van Buren,,,VAN BUREN,,,,,,AR,72956,3102,{2F2C496D-04B3-4848-8F46-F6D92EB5A52B},033,,-94.372293150017697,35.451138164179845,15SUV7546323939,,Unknown,-94.3722931500177 35.451138164179845,,,,,Numbered Thoroughfare Address,,,,2/26/2024 0:00:00,,,Residential,,Arkansas Geographic Information Office,
83730573,,9645,,9645,,,,,15th,Avenue,Northeast,,15th Avenue Northeast,,,,,,,,,Benton,Unincorporated,Not stated,,,,,,,,,MN,56367,,{339CE84B-D39F-4FED-915E-58420637C2D8},,,-94.133085819653076,45.708033263650336,15TVL1180262233,,Unknown,-94.13308581965308 45.708033263650336,,,,,Numbered Thoroughfare Address,,,,8/28/2020 0:00:00,,,Unknown,,Geospatial Information Office Minnesota,339CE84B-D39F-4FED-915E-58420637C2D8
35636374,,3218,,3218,,,,,45th,Street,,,45th Street,,,,,,,,,Camden,"Camden, Pennsauken Township",Pennsauken,,,,,,,,,NJ,08110,,{B6F064EE-7777-447E-9420-057D61B319D1},NJ Office of GIS,,-75.063987555741903,39.951233665759098,18SVK9453422346,,Structure - Rooftop,-75.0639875557419 39.9512336657591,,,,39557893-6053-47cd-938d-de5c002c709b,Numbered Thoroughfare Address,,,,1/16/2022 4:56:41,,,Residence,,State of New Jersey,8f98d0b2-020d-4cef-b926-7b3650e87156
45110915,86-,64,,86 ""-""64,,,,,108,Street,,,108 Street,,,,,,,,,Queens,Unincorporated,Richmond Hill,,,,,,,,,NY,11418,,{110A67EC-C67B-4622-87EF-A60CC0E1D9FB},911 Addressing Authority,,-73.839930305999985,40.696141074000025,18TWL9801105673,,Structure - Rooftop,-73.83993030599999 40.696141074000025,,,,,Numbered Thoroughfare Address,Active,,,4/22/2025 0:00:00,,,Unknown,,New York State Geospatial Services,QUE0754489
58333850,,345,,345,,East,,,RIVERSIDE,Drive,,,East RIVERSIDE Drive,,,,,,,,,Washington,ST GEORGE CITY,SAINT GEORGE,,,,,,,,,UT,84790,,{7B172585-8FE4-4605-B765-C1B119D943BD},WASHINGTON COUNTY,ST GEORGE,-113.576768157153367,37.082741941255676,12STG7095607157,,Unknown,-113.57676815715337 37.08274194125568,,,,SG-5-2-31-2346,Numbered Thoroughfare Address,,,,2/18/2025 0:00:00,,,Commercial,,Utah Geospatial Resource Center (UGRC),ST GEORGE | 345 E RIVERSIDE DR
87090314,,3145,,3145,,,,,PALMER,Street,,,PALMER Street,,,,,,,,,Sacramento,SACRAMENTO,SACRAMENTO,,,,,,,,,CA,95815,1412,{5C172517-9F99-42FE-B1B5-3398BE041AF0},Sacramento County CA,,-121.430976358198762,38.625253271557163,10SFH3658276359,,Unknown,-121.43097635819876 38.62525327155716,,,,,Numbered Thoroughfare Address,,7/22/2005 7:00:00,,3/20/2017 17:11:24,,,Unknown,,Sacramento County CA,520295
58433722,,905,,905,,East,,,Linden,Place,,,East Linden Place,,,,,,,,,Benton,ROGERS,Rogers,,,ROGERS,,,,,,AR,72756,6046,{6A8588E8-BAA0-47E5-BE8E-7F940244FF7C},007,,-94.104742106387476,36.313609472271082,15SVA0082619299,,Unknown,-94.10474210638748 36.31360947227108,,,,,Numbered Thoroughfare Address,,,,1/17/2025 0:00:00,,,Residential,,Arkansas Geographic Information Office,
26305532,,37,,37,,,,,Sunset,Drive,,,Sunset Drive,,,,,,,,,Lincoln,Nobleboro,Nobleboro,,Nobleboro,,,,,,,ME,04555,,{2423DA1F-B1C9-4721-AEA0-10876FFA63DC},es.ngesi.maine.gov,,-69.480077337147179,44.153987433352697,19TDJ6160989088,0,Structure - Rooftop,-69.48007733714718 44.1539874333527 0,,,,,Numbered Thoroughfare Address,,,,6/30/2022 10:50:48,,,Unknown,,ngesi.maine.gov Maine,{2423DA1F-B1C9-4721-AEA0-10876FFA63DC}
49780815,,12581,,12581,,,,,ORCHARD,Street,,,ORCHARD Street,,,,,,,,,Wayne,,DOYLESTOWN,,CHIPPEWA TWP,,,,,EASTON,Village,OH,44230,,{1F132088-919F-40CD-96F2-46F871C65AE3},0,,-81.737240702818681,40.952527216479602,17TMF3795233748,,Unknown,-81.73724070281868 40.9525272164796,,,,,Numbered Thoroughfare Address,,,,6/19/2009 0:00:00,,,House,,State of Ohio,{1f132088-919f-40cd-96f2-46f871c65ae3}
43052474,,1090,,1090,,,Route,,112,,,,Route 112,,,,,,,,,Suffolk,Brookhaven,Port Jefferson Station,Terryville CDP,Terryville,,,,,,,NY,11776,,{124220FE-268B-4A88-8D89-A38EC8B484E0},911 Addressing Authority,,-73.041670547999956,40.919273937000071,18TXL6490331642,,Structure - Rooftop,-73.04167054799996 40.91927393700007,,,,,Numbered Thoroughfare Address,Active,,,1/10/2020 15:03:36,,,Commercial,,New York State Geospatial Services,SUFF264581
351442,,5510,,5510,,North,,,130th,Avenue,,,North 130th Avenue,,,,,,,,,Maricopa,Litchfield Park,Not stated,,,,,,,,,AZ,85340,,{A106C0B0-4195-4F3C-B7CB-A354C6BC5680},MARICOPA911.AZ.GOV,,-112.340260373999968,33.515871264000054,12SUC7552709282,,Unknown,-112.34026037399997 33.515871264000054,,,,,Numbered Thoroughfare Address,,,,2/12/2022 14:58:44,,,Unknown,,State of Arizona,AP1319692@MARICOPA911.AZ.GOV
27277401,,20,,20,,,,,Forest Park,Drive,,,Forest Park Drive,,,,,,,,,Jefferson,Unincorporated,Clancy,,,,,,,,,MT,59634,,{E02C85CD-91CC-41B5-940E-855C33110796},Jefferson County,,-111.966816912999946,46.496413638000035,12TVS2580949658,,Structure - Rooftop,-111.96681691299995 46.496413638000035,,,Montana Department of Revenue,51178534102010000,Numbered Thoroughfare Address,,,,11/27/2024 0:00:00,,,Residential,,Montana State Library,99043000.{3576A219-02AE-42EC-BE82-AEE9E104FC5B}
86437925,,16,,16,,,,,Mark,Drive,,,Mark Drive,,,,,,,,,Westmoreland,Salem Township,Not stated,,Unincorporated,,,,,,,PA,,,{604C9F6F-C322-4B96-AF8D-A70D64F1FB58},Westmoreland County,,-79.578096316941398,40.404643892924902,17TPE2065573640,,Unknown,-79.5780963169414 40.4046438929249,,,,,Numbered Thoroughfare Address,,,,1/19/2022 0:00:00,,,Unknown,,Westmoreland County Pennsylvania,122708
49706145,,829,,829,,,,,TURNBURY,Lane,,,TURNBURY Lane,,,,,,,,,Wood,PERRYSBURG,PERRYSBURG,,PERRYSBURG,THE VILLAGE AT RIVER PLACE,,,,,Village,OH,43551,,{DD450760-ED8A-42AA-A499-742DEFA0DB0F},0,,-83.627593658283729,41.534776767380563,17TKG8080101459,,Unknown,-83.62759365828373 41.53477676738056,,,,,Numbered Thoroughfare Address,,,,11/28/2017 0:00:00,,,Apartment,,State of Ohio,{dd450760-ed8a-42aa-a499-742defa0db0f}
68636640,,1953,,1953,,,,,COUNTY ROAD 4701,,,,COUNTY ROAD 4701,,,,,,,,,Cherokee,Unincorporated,TROUP,,,,,,,,,TX,75789,,{7313B284-E802-4D6C-8526-60967FE70248},CSEC,,-95.094775129999960,32.089267848000077,15SUR0230952250,,Unknown,-95.09477512999996 32.08926784800008,,,,,Numbered Thoroughfare Address,,,,10/21/2022 0:00:00,,,Unknown,,State of Texas,{7313b284-e802-4d6c-8526-60967fe70248}
80649218,,502,,502,,,County Road,,123,,,,County Road 123,,,,,,,,,DeKalb,Unincorporated,Not stated,,DeKalb County,,,,,,,AL,35961,,{6DDF3442-2B36-4F8A-8C69-3C09F558FCD3},,,-85.898935911030875,34.337618404212158,16SFD0127900140,,Unknown,-85.89893591103088 34.33761840421216,,,,,Numbered Thoroughfare Address,,,,9/20/2024 0:00:00,,,Unknown,,Alabama 911 Board,{6DDF3442-2B36-4F8A-8C69-3C09F558FCD3}
17383837,,26765,,26765,,West,,,327TH,Street,,,West 327TH Street,,,,,,,,,Miami,UNINCORPORATED,PAOLA,,MIAMI COUNTY,,,,,,,KS,66071,,{E8D9A23D-EB4C-4241-B394-F25E05D55043},MIAMI COUNTY SHERIFF'S OFFICE,,-94.897199557100208,38.533877757529361,15SUC3463866758,,Structure - Rooftop,-94.89719955710021 38.53387775752936,,,,,Numbered Thoroughfare Address,,1/1/2014 0:00:00,,1/28/2010 0:00:00,,,Unknown,,State of Kansas,485025200911046717100000
2384651,,7200,,7200,,North,,,43rd,Avenue,,,North 43rd Avenue,,FLOOR1,1,,,,FLOOR1 1,,Maricopa,Glendale,Not stated,,,,,,,,,AZ,85301,,{C4A09609-FDF5-4718-B2E1-A23345A176B4},glendale911.az.gov,,-112.151703544999975,33.543374632000052,12SUC9307412122,,Unknown,-112.15170354499998 33.54337463200005,,,,,Numbered Thoroughfare Address,,,,3/26/2024 21:00:10,,,Unknown,,State of Arizona,urn:emergency:uid:gis:SSAP:{AF591D5B-4734-49CF-B6A
30030206,,187,,187,,,,,PENLEE,Way,,,PENLEE Way,,,,,,,,,Henderson,MILLS RIVER,MILLS RIVER,,,,,,,,,NC,28759,,{F25285E9-F263-435B-A6BD-46AC823926C1},,,-82.552216096791526,35.403602215856566,17SLV5905118908,,Unknown,-82.55221609679153 35.403602215856566,,,,,Numbered Thoroughfare Address,,,,10/20/2022 16:23:05,,,Unknown,,State of North Carolina,urn:emergency:uid:gis:ssap:72598:henderson.nc.us
13034431,,7737,,7737,,North,,,NORDICA,Avenue,,,North NORDICA Avenue,,,A,,,,A,,Cook,NILES,NILES,,,,,,,,,IL,60714,,{2C6E1FF4-BFA8-47F0-8934-C973BE95A75B},Reserved for future use,,-87.797946039388151,42.022162154934563,16TDM3393852544,,Unknown,-87.79794603938815 42.02216215493456,,,,,Numbered Thoroughfare Address,,,,10/15/2019 17:07:30,,,Unknown,,State of Illinois,{2c6e1ff4-bfa8-47f0-8934-c973be95a75b}
69006936,,18757,,18757,,,,,BRACKEN,Drive,,,BRACKEN Drive,,,,,,,,,Comal,Unincorporated,SAN ANTONIO,,,,,,,,,TX,,,{A69A7911-48AF-423E-9167-6D589A169CCC},Bexar Metro 911,,-98.330870074999950,29.612484397000060,14RNT6478676033,,Unknown,-98.33087007499995 29.61248439700006,,,,,Numbered Thoroughfare Address,,,,1/11/2024 0:00:00,,,Unknown,,State of Texas,{a69a7911-48af-423e-9167-6d589a169ccc}
49908635,,2862,,2862,,,,,BARCLAY MESSERLY,Road,Northwest,,BARCLAY MESSERLY Road Northwest,,,,,,,,,Trumbull,,SOUTHINGTON,,SOUTHINGTON TWP,,,,,,Village,OH,44470,,{F7248E7A-2AB8-4940-81E5-BDB9B1B8ABB9},0,,-80.925154490814279,41.295628674895113,17TNF0626671578,,Unknown,-80.92515449081428 41.29562867489511,,,,,Numbered Thoroughfare Address,,,,11/6/2012 0:00:00,,,House,,State of Ohio,{f7248e7a-2ab8-4940-81e5-bdb9b1b8abb9}
69404626,,3525,,3525,,,,,CARUTH,Boulevard,,,CARUTH Boulevard,,,,,,,,,Dallas,Unincorporated,UNIVERSITY PARK,,,,,,,,,TX,75225,,{A972F929-8ABF-4E06-8053-1EBA8587CAC5},New Edge Services,,-96.791314975999967,32.858955437000077,14SQB0667537812,,Unknown,-96.79131497599997 32.85895543700008,,,,,Numbered Thoroughfare Address,,,,3/20/2024 0:00:00,,,Unknown,,State of Texas,{a972f929-8abf-4e06-8053-1eba8587cac5}
24035531,,6128,,6128,,,,,Macbeth,Drive,,,Macbeth Drive,,,Apt 2,,,,Apt 2,,Baltimore city,Unincorporated,Baltimore,,,,,,,,,MD,21239,,{25229C31-D9A7-4DBD-8EAB-F3B8CCA139D0},,,-76.597741403926989,39.368751987055340,18SUJ6236658916,,Unknown,-76.59774140392699 39.36875198705534,,,,,Numbered Thoroughfare Address,,,,2/14/2024 0:00:00,,,Unknown,,Maryland Department of Information Technology,123438
84196632,,1003,,1003,,,,,Doty,Street,,,Doty Street,,,,,,,,,Eau Claire,Unincorporated,EAU CLAIRE,,,,,,,,,WI,54701,3855,{70E00207-2450-41CF-A444-F54F1170DACF},peter.strand@co.eau-claire.wi.us,,-91.491199519999995,44.807022580000002,15TXK1931562620,,Unknown,-91.49119952 44.80702258,,,,,Numbered Thoroughfare Address,,,,7/17/2018 10:40:24,,,Unknown,,State of Wisconsin,185099
78984181,,475,,475,,,,,Pintail,Lane,,,Pintail Lane,,,,,,,,,Montgomery,LETOHATCHEE,Not stated,,,,,,,,,AL,36047,,{9C7066AB-1B98-43BA-B7E1-51705D278086},,,-86.400318605132952,32.075290354647805,16SEA5659748938,,Unknown,-86.40031860513295 32.075290354647805,,,,,Numbered Thoroughfare Address,,,,9/20/2024 0:00:00,,,Unknown,,Alabama 911 Board,{9C7066AB-1B98-43BA-B7E1-51705D278086}
154293,,4249,,4249,,West,,,Hubbell,Street,,,West Hubbell Street,,,,,,,,,Maricopa,Phoenix,Not stated,,,,,,,,,AZ,85009,,{9AFDD3FC-1EAA-4911-9F87-911C81D45BC9},MARICOPA911.AZ.GOV,,-112.151295231999939,33.469734516000074,12SUC9302103956,,Unknown,-112.15129523199994 33.469734516000074,,,,,Numbered Thoroughfare Address,,,,2/12/2022 13:57:16,,,Unknown,,State of Arizona,AP490006@MARICOPA911.AZ.GOV
1915553,,1745,,1745,,,,,Avalon,Bay,,,Avalon Bay,,,,,,,,,Mohave,Lake Havasu City,Lake Havasu City,,,,,,,,,AZ,86404,,{B2F332D2-019F-4CF9-871C-FBF9B0606500},mohave911.az.gov,,-114.341959312999961,34.524551948000067,11SQU4397623528,,Unknown,-114.34195931299996 34.52455194800007,,,,,Numbered Thoroughfare Address,,,,3/5/2020 9:39:13,,,Unknown,,State of Arizona,SITE1490@mohave911.az.gov
36449338,,226,,226,,,,,Gateway,Road,,,Gateway Road,,,,,,,,,Bergen,"Bergen, Ridgewood Village",Ridgewood,,,,,,,,,NJ,07450,2902,{47B05B01-5964-40C9-A1AD-9C6D9F5F318A},NJ Office of GIS,,-74.081044194844196,40.979819631267198,18TWL7730936923,,Structure - Rooftop,-74.0810441948442 40.9798196312672,,,,eb98d274-e43f-4251-8bee-5a0f997c4051,Numbered Thoroughfare Address,,,,1/12/2022 22:31:28,,,Residence,,State of New Jersey,619503db-db68-47cd-a4f7-c76eb24c47c4
80795896,,2162,,2162,,East,,,RIDGEWOOD,Drive,,,East RIDGEWOOD Drive,,,,,,,,,Greene,Unincorporated,SPRINGFIELD,,,,,,,,,MO,65804,,{20EC96FF-9DC6-4E67-878A-06957AFBD711},,,-93.254048866858668,37.154623614769697,15SVB7744112055,,Structure - Entrance,-93.25404886685867 37.1546236147697,,,,,Numbered Thoroughfare Address,,,,3/13/2024 0:00:00,,,Unknown,,Greene County Missouri,{20EC96FF-9DC6-4E67-878A-06957AFBD711}
64503460,,322,,322,,,,,6Th,Street,,,6Th Street,,,,,,,,,Harrisonburg city,Harrisonburg City,Harrisonburg,,,,,,,,,VA,22802,,{D2560F2A-E681-4D79-AD87-594C58406C43},Harrisonburg City,,-78.872190889778395,38.461780709486099,17SPC8564859197,,Structure - Rooftop,-78.8721908897784 38.4617807094861,,,,,Numbered Thoroughfare Address,,9/8/2023 0:00:00,,9/8/2023 0:00:00,,,Unknown,,Virginia Geographic Information Network,1445165
42343846,,110,,110,,,,,Miller,Lane,,,Miller Lane,,,,,,,,,Schoharie,Esperance,Esperance,,,,,,,,,NY,12066,,{B7E573AE-5989-4DFF-A821-0F76B2718A4F},911 Addressing Authority,,-74.264508554999964,42.758299871000077,18TWN6018334237,,Structure - Rooftop,-74.26450855499996 42.75829987100008,,,,,Numbered Thoroughfare Address,Active,,,9/14/2023 10:40:25,,,Unknown,,New York State Geospatial Services,SCHO012251
31195565,,7795,,7795,,,,,TRAPPERS,Road,,,TRAPPERS Road,,,,,,,,,Cumberland,Unincorporated,FAYETTEVILLE,,,,,,,,,NC,28311,,{7A4CC0D0-D971-47A3-8ABD-4934D67B3473},,,-78.883877588621530,35.204970645612093,17SPU9263197825,,Unknown,-78.88387758862153 35.20497064561209,,,,,Numbered Thoroughfare Address,,,,10/24/2023 9:34:02,,,Unknown,,State of North Carolina,SSAP_9489@cmldncec1.cumberland.nc.us
